phase,mag_template,is_extrapolated,native_phase_min,native_phase_max,t_peak_native,mag_peak_native,model_name,band,magsys
-30.0,451.8288776768502,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-29.0,402.5466491213317,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-28.0,353.26442056581345,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-27.0,303.9821920102952,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-26.0,254.69996345477693,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-25.0,205.41773489925868,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-24.0,156.1355063437402,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-23.0,106.85327778822193,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-22.0,57.57104923270367,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-21.0,8.943818340792697,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-20.0,5.463075460446761,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-19.0,4.2221377544398075,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-18.0,3.437291658416449,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-17.0,2.8614528730446707,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-16.0,2.407238820666144,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-15.0,2.031105089943902,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-14.0,1.710918389200231,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-13.0,1.4317412260713318,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-12.0,1.1847036042682524,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-11.0,0.9649322914711899,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-10.0,0.7729313805816792,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-9.0,0.6084921581175207,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-8.0,0.46745532308580295,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-7.0,0.34958566175597505,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-6.0,0.252125940117579,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-5.0,0.17458106619129557,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-4.0,0.11641773498653718,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-3.0,0.07476218558999209,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-2.0,0.04742216386643895,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
-1.0,0.03245654133988619,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
0.0,0.02780636805417534,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
1.0,0.03219406149038485,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
2.0,0.04573848431941444,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
3.0,0.06648957069377943,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
4.0,0.09504351399661772,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
5.0,0.1310120092475391,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
6.0,0.1719988971042267,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
7.0,0.21988449677856772,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
8.0,0.27222449950422206,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
9.0,0.3292816479699489,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
10.0,0.3908248071392666,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
11.0,0.45363556936066657,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
12.0,0.5183548834884897,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
13.0,0.5828540035212505,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
14.0,0.6434555323874749,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
15.0,0.7018391855517166,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
16.0,0.756598267929364,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
17.0,0.8078910339025697,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
18.0,0.8581797725614201,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
19.0,0.9055503226693725,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
20.0,0.952523838978542,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
21.0,0.9985542857561625,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
22.0,1.046091221513807,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
23.0,1.0957192556587778,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
24.0,1.1480663935827304,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
25.0,1.2043989060101319,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
26.0,1.2638879231944504,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
27.0,1.3263926743704493,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
28.0,1.3911183749863536,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
29.0,1.4570178109189011,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
30.0,1.523070069800375,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
31.0,1.5884203816171887,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
32.0,1.6509150820999519,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
33.0,1.711363156398759,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
34.0,1.7680813463535103,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
35.0,1.8215500044065664,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
36.0,1.8720871952984675,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
37.0,1.9195973950786256,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
38.0,1.9641454130767915,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
39.0,2.0055960149928245,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
40.0,2.044991450470059,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
41.0,2.081527914572376,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
42.0,2.1157420408100065,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
43.0,2.1490611156517736,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
44.0,2.179539622622352,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
45.0,2.2086390465297776,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
46.0,2.2368656252305534,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
47.0,2.2639625660402936,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
48.0,2.2910108514156353,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
49.0,2.3171959474571473,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
50.0,2.3430545219218146,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
51.0,2.37003220952483,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
52.0,2.3961086605806337,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
53.0,2.423024828202567,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
54.0,2.449117072951252,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
55.0,2.4760291844269267,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
56.0,2.5021227015884424,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
57.0,2.5290345132935697,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
58.0,2.5551279073292994,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
59.0,2.5820395804001937,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
60.0,2.60813461825572,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
61.0,2.635048406179925,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
62.0,2.6611437740708315,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
63.0,2.6880578897658927,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
64.0,2.714153713498829,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
65.0,2.7410675161211464,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
66.0,2.7671647017493757,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
67.0,2.7940767835579323,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
68.0,2.8201825629622053,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
69.0,2.8470627545293112,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
70.0,2.873293532775448,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
71.0,2.8991418274431524,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
72.0,2.92612489576073,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
73.0,2.9522016186822153,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
74.0,2.979119578241931,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
75.0,3.005212981027472,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
76.0,3.0321262048186086,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
77.0,3.0582209779576592,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
78.0,3.085133894036366,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
79.0,3.111230246275506,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
80.0,3.138137537544598,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
81.0,3.1642565624929344,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
82.0,3.1910779366154927,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
83.0,3.2175244305463573,False,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
84.0,3.2421510432436857,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
85.0,3.2667593114536624,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
86.0,3.2913675796636395,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
87.0,3.3159758478736165,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
88.0,3.3405841160835936,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
89.0,3.3651923842935703,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
90.0,3.3898006525035473,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
91.0,3.4144089207135244,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
92.0,3.439017188923501,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
93.0,3.463625457133478,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
94.0,3.488233725343455,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
95.0,3.5128419935534323,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
96.0,3.537450261763409,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
97.0,3.562058529973386,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
98.0,3.586666798183363,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
99.0,3.6112750663933397,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
100.0,3.635883334603317,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
101.0,3.660491602813294,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
102.0,3.685099871023271,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
103.0,3.7097081392332476,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
104.0,3.7343164074432247,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
105.0,3.7589246756532018,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
106.0,3.7835329438631784,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
107.0,3.8081412120731555,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
108.0,3.8327494802831326,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
109.0,3.857357748493109,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
110.0,3.8819660167030863,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
111.0,3.9065742849130634,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
112.0,3.9311825531230404,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
113.0,3.955790821333017,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
114.0,3.980399089542994,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
115.0,4.005007357752971,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
116.0,4.029615625962948,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
117.0,4.0542238941729245,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
118.0,4.078832162382902,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
119.0,4.1034404305928796,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
120.0,4.128048698802855,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
121.0,4.152656967012833,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
122.0,4.17726523522281,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
123.0,4.201873503432786,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
124.0,4.226481771642764,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
125.0,4.251090039852741,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
126.0,4.275698308062718,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
127.0,4.300306576272694,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
128.0,4.324914844482672,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
129.0,4.349523112692649,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
130.0,4.374131380902625,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
131.0,4.398739649112603,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
132.0,4.423347917322579,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
133.0,4.447956185532556,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
134.0,4.4725644537425335,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
135.0,4.49717272195251,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
136.0,4.521780990162487,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
137.0,4.546389258372464,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
138.0,4.570997526582441,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
139.0,4.595605794792418,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
140.0,4.620214063002395,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
141.0,4.644822331212372,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
142.0,4.669430599422348,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
143.0,4.694038867632326,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
144.0,4.7186471358423026,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
145.0,4.743255404052279,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
146.0,4.767863672262257,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
147.0,4.792471940472234,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
148.0,4.81708020868221,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
149.0,4.8416884768921875,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
150.0,4.866296745102165,True,-21.823364672934588,83.17663532706541,1.8233646729345878,0.02780636805417534,hsiao,bessellv,ab
